"","id","scene_description"
"2539",4164,"[No response.]"
"2540",4167,"[Hearing the noise.]"
"2541",4167,"[Walks around the ship.]"
"2542",4169,"[Runs back to see the ship destroyed.]"
"2543",4174,"[Flips the carved creature around.]"
"2544",4175,"[Runs away.]"
"2545",4177,"[Sokka kicks his bag.]"
"2546",4179,"[Changing the topic.]"
"2547",4182,"[Excited.]"
"2548",4186,"[Bending up some water.]"
"2549",4186,"[Sends the water to her.]"
"2550",4187,"[Bending the water.]"
"2551",4202,"[Begins cracking the ice inadvertently.]"
"2552",4202,"[Two pots shatter.]"
"2553",4213,"[Sips his tea.]"
"2554",4218,"[Takes off her coat.]"
"2555",4220,"[Pakku comes down.]"
"2556",4220,"[Pakku walks away.]"
"2557",4221,"[Katara tightens her fist and sends water whips at him. Pakku halts.]"
"2558",4221,"[He bends two streams of water from nearby pools and sends them both at a charging Katara, who falls back. He joins the two streams together, encircling both Katara and himself in a forceful ring of water.]"
"2559",4223,"[Determined.]"
"2560",4233,"[Notices the necklace.]"
"2561",4236,"[Unfreezing the ice; surprised.]"
"2562",4243,"[The two head their separate ways.]"
"2563",4248,"[To Sokka.]"
"2564",4255,"[Yue grabs him and kisses him.]"
"2565",4256,"[She pulls down the collar of her coat and shows him her betrothal necklace.]"
"2566",4256,"[Runs off.]"
"2567",4258,"[Laughs.]"
"2568",4261,"[Pause as Katara looks up.]"
"2569",4269,"[Displeased.]"
"2570",4269,"[Shows Sangok trying to break free.]"
"2571",4269,"[He unfreezes the ice; Sangok falls to the ground dazed.]"
"2572",4269,"[The scene cuts to several students sitting by the sidelines, the camera panning to the right showing all of them to be tired and unamused.]"
"2573",4269,"[Cuts to a shot of Katara, who smiles brightly.]"
"2574",4269,"[Turns to Aang irritably.]"
"2575",4269,"[Cut to Aang who is lying on the ground with a lazy smile, floating Momo around on an airball above him.]"
"2576",4270,"[Stops bending at the sound of his name; Momo lands on his head.]"
"2577",4271,"[Sarcastically.]"
"2578",4272,"[Jumps off the ground with airbending.]"
"2579",4275,"[Sitting down on the ledge.]"
"2580",4276,"[Laughs and places her hand on Sokka's shoulder; when Sokka smiles at her, she gets a little upset and looks at him seriously.]"
"2581",4277,"[Protesting.]"
"2582",4278,"[Unsurely.]"
"2583",4279,"[Brightens.]"
"2584",4279,"[He hops off the rail to stand by her side.]"
"2585",4280,"[Curiously.]"
"2586",4282,"[Opening his arms out in enthusiasm.]"
"2587",4282,"[The thunder of Appa's shifting bulk is heard and Sokka's features turn to surprise. Appa enters from the left and lands on top of him and licks him, much to Sokka's dismay.]"
"2588",4285,"[Excitedly.]"
"2589",4286,"[Yue nods; in a cool tone.]"
"2590",4286,"[Cut to a close up of Sokka's face.]"
"2591",4288,"[Impressed.]"
"2592",4288,"[Cuts to where Appa is soaring over the ocean; Yue is looking over the saddle.]"
"2593",4289,"[Stretches.]"
"2594",4290,"[Moves closer to Sokka.]"
"2595",4291,"[Happily.]"
"2596",4292,"[Turning to face Sokka, blushing.]"
"2597",4293,"[The two turn to each other and slowly begin to lean in, but at the very last moment, Sokka widens his eyes, turns away and pretends to act cool again.]"
"2598",4293,"[Snow and black soot start to fall from the sky.]"
"2599",4294,"[Camera zooms out to Appa flying through the gray snowfall; worried.]"
"2600",4295,"[Nervous.]"
"2601",4297,"[Picking up handful of black snow.]"
"2602",4300,"[Rises.]"
"2603",4302,"[Looking out over the horizon.]"
"2604",4302,"[Looks at Yue concerned.]"
"2605",4302,"[Camera zooms out to show the enormity of the sooty snowfall.]"
"2606",4304,"[Voice-over.]"
"2607",4304,"[Cuts to Zhao and Iroh standing on deck.]"
"2608",4305,"[Tersely.]"
"2609",4306,"[Walks forward.]"
"2610",4307,"[Sadly.]"
"2611",4310,"[Secretly.]"
"2612",4311,"[Removes face covering to reveal his face covered in cuts.]"
"2613",4311,"[Puts covering back in place.]"
"2614",4313,"[Trying to drag her along.]"
"2615",4313,"[Pointing up to the citadel.]"
"2616",4314,"[Sadly; lets go of Sokka's hand.]"
"2617",4315,"[Protesting.]"
"2618",4316,"[Turns away sorrowfully.]"
"2619",4319,"[Objecting.]"
"2620",4320,"[Turns to face Sokka.]"
"2621",4322,"[While saying this line, the scene flashes from Yue to Pakku to Hahn.]"
"2622",4323,"[Rising from his seat.]"
"2623",4325,"[Several Water Tribe men rise and walk forward.]"
"2624",4329,"[Determined.]"
"2625",4333,"[Pulls his arm free from the snow.]"
"2626",4337,"[Brightening.]"
"2627",4341,"[Shocked.]"
"2628",4345,"[Angrily.]"
"2629",4347,"[Irritably.]"
"2630",4348,"[Sarcastically.]"
"2631",4350,"[Walks over and flings one of the shoulder spikes with his finger.]"
"2632",4352,"[Turns to growl at Sokka, who glares at him in return.]"
"2633",4353,"[Sokka shoots Hahn a smug look; Arnook turns to the rest of the regiment.]"
"2634",4354,"[Tracing imaginary sideburns with his fingers.]"
"2635",4355,"[Beginning to walk away.]"
"2636",4356,"[Stares at Hahn, mouth agape; points at him and narrows his eyes.]"
"2637",4357,"[Irritated.]"
"2638",4358,"[Turns away from Hahn, upset.]"
"2639",4360,"[Pointing to the sky.]"
"2640",4362,"[Cuts to shot of the ship, sailing past a rising moon.]"
"2641",4362,"[Cuts back to Iroh and Zhao.]"
"2642",4369,"[Clearly exhausted, placing his hands on his head.]"
"2643",4371,"[Dimly.]"
"2644",4372,"[Pleadingly.]"
"2645",4373,"[Solemnly.]"
"2646",4377,"[Voice breaking slightly.]"
"2647",4380,"[Faces his uncle, a softer expression on his face.]"
"2648",4380,"[Iroh hugs him.]"
"2649",4380,"[He turns away and gets on the boat.]"
"2650",4382,"[Lowers the boat, suspended by ropes, down the side of the ship into the water.]"
"2651",4386,"[Smugly.]"
"2652",4387,"[Annoyed.]"
"2653",4389,"[Angered.]"
"2654",4390,"[Camera begins closing up on Hahn.]"
"2655",4390,"[Sokka closes his eyes sorrowfully.]"
"2656",4390,"[Smirking.]"
"2657",4391,"[Shouts and tackles Hahn; the two begin rolling around on the floor in a struggle.]"
"2658",4396,"[Irritated, waves arms in gesture.]"
"2659",4398,"[Peering down into the hole.]"
"2660",4398,"[Cuts to a shot of the hole, his face reflected in the water.]"
"2661",4400,"[Off camera.]"
"2662",4400,"[Cuts to shot of her, Katara and Aang standing on a balcony, looking up at the sky.]"
"2663",4402,"[Camera pans slightly downward, showing Aang with a dull expression on his face.]"
"2664",4403,"[Brightening.]"
"2665",4403,"[Raises head, startling Momo.]"
"2666",4405,"[Approaching her.]"
"2667",4406,"[To Aang.]"
"2668",4407,"[Waves arms out in gesture.]"
"2669",4407,"[The two girls look at him oddly; Aang looks at them and straightens up.]"
"2670",4411,"[Walking up to the door.]"
"2671",4412,"[Laughs.]"
"2672",4412,"[Leans inward.]"
"2673",4412,"[Opens the door.]"
"2674",4414,"[Runs to the back of the oasis and rolls around on the ground.]"
"2675",4415,"[Approaching the oasis.]"
"2676",4418,"[Positions himself to meditate.]"
"2677",4420,"[To the barking turtle seals.]"
"2678",4423,"[Sarcastically.]"
"2679",4427,"[Rises and tries to act cool.]"
"2680",4430,"[Aang scrunches up his face in concentration.]"
"2681",4432,"[Angrily.]"
"2682",4434,"[Worried.]"
"2683",4435,"[Cuts to overhead shot of the pond.]"
"2684",4437,"[Smiling.]"
"2685",4438,"[Sarcastically.]"
"2686",4439,"[Alarmed and dismayed.]"
"2687",4440,"[Determined.]"
"2688",4442,"[Rising.]"
"2689",4455,"[Dismayed.]"
"2690",4457,"[Off-camera.]"
"2691",4461,"[Off-screen; sorrowfully.]"
"2692",4463,"[Cuts to shot of Katara who looks up at her brother, tears in her eyes.]"
"2693",4464,"[Closes eyes and gets up. Camera pans over to where Momo remains motionless on the ground. Cuts to shot of Appa, Katara having mounted the bison.]"
"2694",4468,"[Cut to a frontal shot of the baboon spirit.]"
"2695",4468,"[Opens one eye. Cut back to the side-shot.]"
"2696",4470,"[Cut to close-up of the baboon spirit who shuts his eyes tightly. Louder, trying to distract himself.]"
"2697",4470,"[A firefly flies past; points at the insect.]"
"2698",4470,"[Aang runs after it. The mystical monkey keeps his eyes shut for a second more before opening one to confirm Aang's departure. He shakes his head and breathes a sigh of relief.]"
"2699",4475,"[Looking at him; surprised.]"
"2700",4477,"[Drags Aang into the cave and ties him up.]"
"2701",4480,"[Pops out of the reflection in front of Aang.]"
"2702",4482,"[Aang looks horrified.]"
"2703",4482,"[Aang looks even more horrified but calmly nods, understanding the situation.]"
"2704",4484,"[Stands up and looks outside the cave.]"
"2705",4488,"[Shocked.]"
"2706",4492,"[Continuing as if nothing happened.]"
"2707",4494,"[Fade to a flashback of a young Zhao tearing through scrolls in a library.]"
"2708",4494,"[The memory ends with a close up of Zhao's eyes, fade to the present.]"
"2709",4495,"[Somewhat angrily.]"
"2710",4500,"[Startled.]"
"2711",4500,"[Aang takes a deep breath and speaks with his and Avatar Roku's voices combined.]"
"2712",4504,"[Creepily, circling Aang.]"
"2713",4506,"[Emotionlessly.]"
"2714",4506,"[Koh wheels around Aang to look at him from behind. His voice is low and melodic, almost purring.]"
"2715",4509,"[Now facing the camera, away from Aang.]"
"2716",4509,"[He switches with a ""winking"" effect, as if some sort of nictitating membrane closes briefly over the old face to reveal a new one, to a mad face of a middle-aged, mustached man with thick eyebrows, long mustache, and beard; angrily.]"
"2717",4510,"[Confused, yet seriously.]"
"2718",4511,"[Switches to Ummi's scared, sad face.]"
"2719",4511,"[Cut to a close-up of Aang with the camera slowing, zooming in on his face. Cut back to Koh, whose face turns malicious and switches to a baboon's while laughing. Switch to a side-shot; Aang keeps a straight face while not taking his eyes off Koh as he circles around him.]"
"2720",4511,"[Speaks into Aang's ear from behind.]"
"2721",4519,"[Continues to circle around Aang.]"
"2722",4519,"[His face is now that of an owl.]"
"2723",4522,"[Side-view of Aang.]"
"2724",4522,"[Top-down view of Koh who changes his face to that of an old man. Aang is visible below him.]"
"2725",4523,"[Koh looks to the side.]"
"2726",4523,"[In an instant, Koh turns and bolts to Aang, stopping just short of the young Avatar; with an angry blue ogre-like face with red eyes and upright fangs.]"
"2727",4523,"[Aang closes his eyes briefly before opening them to look at Koh.]"
"2728",4525,"[Flipping back to his white face.]"
"2729",4525,"[View of Koh from behind Aang as Koh moves to look away, turning his back on Aang.]"
"2730",4525,"[Close-up of Aang's face.]"
"2731",4527,"[Excitedly.]"
"2732",4527,"[Hearing the emotion in Aang's voice, Koh quickly reels around to stare at the now expressionless face of Aang.]"
"2733",4528,"[Flipping to the face of a bald, young man.]"
"2734",4531,"[Cut to Roku's image on the ground.]"
"2735",4532,"[Aang turns around; excitedly.]"
"2736",4534,"[He smirks.]"
"2737",4538,"[Cut to baboon spirit sitting on a rock. Opening his eyes.]"
"2738",4540,"[Walking toward Momo. Closer view of Aang with Momo.]"
"2739",4545,"[Cut to close-up of Aang as he narrows his eyes.]"
"2740",4547,"[Zuko pulls Aang up by his collar as seen from behind Aang.]"
"2741",4548,"[On seeing Appa.]"
"2742",4550,"[Throwing the tied-up Aang aside who yelps.]"
"2743",4551,"[Confidently while countering his fire blasts.]"
"2744",4560,"[Sarcastically.]"
"2745",4562,"[Yue grabs her head as if in pain.]"
"2746",4564,"[Cut to Aang. Holding his head with one hand.]"
"2747",4565,"[Cut back to the saddle.]"
"2748",4567,"[Close-up of Yue.]"
"2749",4567,"[Flashback to Yue as a baby.]"
"2750",4567,"[Cut to waterbenders attempting to heal Yue as a baby.]"
"2751",4567,"[Panning shot of Yue and the waterbenders, along with Yue's parents.]"
"2752",4567,"[Cut to Arnook staring at the moon.]"
"2753",4567,"[Cut to shot panning down from the moon to the oasis.]"
"2754",4567,"[Cut to Yue being placed into the pond.]"
"2755",4567,"[Close-up of Yue in the oasis.]"
"2756",4567,"[Cut to Yue in her parents arms with the archway and moon behind them.]"
"2757",4567,"[Cut back to Appa's saddle.]"
"2758",4568,"[Cut to Zhao at the oasis.]"
"2759",4568,"[Cut to panning shot from Zhao's hand, grasping the bag with Tui in it, down to his head.]"
"2760",4568,"[Momo jumps on top of Zhao's head.]"
"2761",4570,"[Close-up of Zhao as he lifts the sack up threatening to kill Tui.]"
"2762",4571,"[Cut to Aang and the others surrendering.]"
"2763",4572,"[Cut to panning side-view.]"
"2764",4573,"[Close-up side-view of Aang.]"
"2765",4573,"[Close-up panning shot of the sack with Tui inside and Zhao.]"
"2766",4573,"[Cut to panning shot of the oasis.]"
"2767",4573,"[Cut to Zhao.]"
"2768",4574,"[Off-screen.]"
"2769",4575,"[Cut to wide shot of oasis; calmly to Iroh.]"
"2770",4576,"[Close-up of Iroh while he takes off his hood.]"
"2771",4578,"[Close-up of Yue and Sokka.]"
"2772",4579,"[Close-up of Aang entering the Avatar State.]"
"2773",4582,"[Angrily.]"
"2774",4582,"[Zuko attacks Zhao.]"
"2775",4583,"[Close-up of Zhao's face.]"
"2776",4583,"[Zuko approaches Zhao as we see the giant energy form make its way toward the ocean.]"
"2777",4584,"[Zuko continues his attacks, but they are blocked by Zhao.]"
"2778",4585,"[Zuko and Zhao begin to fight.]"
"2779",4588,"[Iroh notices Yue.]"
"2780",4588,"[Close-up of Yue.]"
"2781",4590,"[Sokka reached to stop her.]"
"2782",4592,"[Close-up of him holding her hand.]"
"2783",4593,"[Close-up of Yue.]"
"2784",4595,"[Yue falls as Sokka catches her.]"
"2785",4597,"[Close-up of Sokka and Yue as she comes to kiss him.]"
"2786",4599,"[Shot of the moon over Zhao's shoulder.]"
"2787",4607,"[Sighs.]"
"2788",4622,"[Confused.]"
"2789",4625,"[Closes eyes and bows his head; Katara puts her hand on his shoulder.]"
"2790",4627,"[Holds up flask.]"
"2791",4627,"[Closes up on flask.]"
"2792",4628,"[Accepts amulet and hugs Pakku.]"
"2793",4629,"[Hands Aang box of scrolls.]"
"2794",4629,"[Aang looks up at Katara, who is sitting on Appa and looks back.]"
"2795",4629,"[Pats him on shoulder, leaving him dismayed.]"
"2796",4629,"[To the entire gang while pointing out in a direction.]"
"2797",4631,"[As they fly away.]"
"2798",4633,"[Looks at the clearly unhappy Zuko, walks over to him, and sits down on the ground.]"
"2799",4634,"[In a brooding tone.]"
"2800",4634,"[Looks up.]"
"2801",4634,"[Looks on regretfully.]"
"2802",4635,"[Zuko gets up and walks away; he grimaces soon after; to the massagers.]"
"2803",4635,"[They look at each other in confusion.]"
"2804",4637,"[Stepping out of the carriage and walking down the line of soldiers.]"
"2805",4644,"[In a sharper tone.]"
"2806",4647,"[Worried.]"
"2807",4648,"[Runs fingers through her bangs.]"
"2808",4648,"[Turns to face the captain angrily.]"
"2809",4651,"[Rises to view their destination.]"
"2810",4653,"[Cuts to shot of the team stretching after riding on Appa.]"
"2811",4654,"[Pleased.]"
"2812",4656,"[Viewing the display.]"
"2813",4658,"[Camera view depicts entire room.]"
"2814",4658,"[Closes up to Fong, stroking his beard.]"
"2815",4659,"[Casually.]"
"2816",4660,"[Calmly.]"
"2817",4661,"[Shocked.]"
"2818",4662,"[Holds out her hand in reasoning.]"
"2819",4666,"[Sharply.]"
"2820",4666,"[Looks at map and guides finger from the location of the base to the location of the Fire Nation Capital.]"
"2821",4667,"[Doubtfully.]"
"2822",4669,"[The group rises; angrily.]"
"2823",4670,"[Leads Aang to a window.]"
"2824",4670,"[Several soldiers are injured and walking slowly.]"
"2825",4674,"[Close-up of her face as she pushes a loose strand of hair away.]"
"2826",4680,"[Sits on his bed.]"
"2827",4681,"[Sits up.]"
"2828",4682,"[Resting on his bed with his arms behind his head.]"
"2829",4682,"[Widens his eyes.]"
"2830",4684,"[Casually.]"
"2831",4685,"[Rises and throws her hands up in surrender.]"
"2832",4685,"[Exits.]"
"2833",4688,"[Drops white food item into the teapot.]"
"2834",4691,"[Quickly in a high-pitched voice.]"
